Planungsregion;Anlagenart;Verteilnetzbetreiber_Bestand_2024.0;Verteilnetzbetreiber_Prognosen_2030.0;Verteilnetzbetreiber_Prognosen_2035.0;Verteilnetzbetreiber_Prognosen_2045.0;Verteilnetzbetreiber_Anmerkungen_2045.0;Übertragungsnetzbetreiber_Szenario A_2037.0;Übertragungsnetzbetreiber_Szenario A_2045.0;Übertragungsnetzbetreiber_Szenario B_2037.0;Übertragungsnetzbetreiber_Szenario B_2045.0;Übertragungsnetzbetreiber_Anmerkungen_2045.0
"Bayern
(Hinweis unten)";Sonstige erneuerbare Erzeugung;4788.0;4768.0;4739.0;4632.0;Enthält auch Laufwasser.;3421.0899999999997;3005.6699999999996;3421.0899999999997;3005.6699999999996;Umfasst Laufwasser- und Biomassekraftwerke.
"Bayern
(Hinweis unten)";Konventionelle Kraftwerke;6295.0;8858.0;7903.0;8161.0;Weitere Erläuterungen im Regionalszenario, Kapitel 5.11.;6440.5700000000015;8786.37;7849.299999999999;12464.359999999997;Inklusive (kleiner) Blockheizkraftwerke und Abfallkraftwerke.
"Bayern
(Hinweis unten)";Wärmepumpen (für dezentrale Wärmelösungen);2135.0;5423.0;8238.0;13208.0;;8795.640000000001;12423.220000000001;9766.350000000002;14789.540000000006;Summe der installierten Bezugsleistungen aller Haushalts-Wärmepumpen. Der Wert ist als theoretisch maximal abrufbare Leistung zu interpretieren. Die tatsächliche maximal abgerufene Leistung liegt deutlich darunter, da nicht alle Geräte gleichzeitig verbrauchen.
"Bayern
(Hinweis unten)";Elektrischer Bedarf für zentrale Wärmelösungen;34.0;897.0;2100.0;2527.0;;1056.8599999999976;2013.6299999999906;3036.149999999986;3314.4499999999844;
"Bayern
(Hinweis unten)";Elektromobilität;4198.0;19922.0;48406.0;69508.0;Weitere Erläuterungen im Regionalszenario, Kapitel 5.2.;38153.46;46651.960000000014;48177.29999999999;56629.850000000006;Summe der installierten Bezugsleistungen aller E-Fahrzeuge. Der Wert ist als theoretisch maximal abrufbare Leistung zu interpretieren. Die tatsächliche maximal abgerufene Leistung liegt deutlich darunter, da nicht alle Fahrzeuge gleichzeitig laden.
"Bayern
(Hinweis unten)";Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);14777.0;15044.0;15211.0;15705.0;Weitere Erläuterungen im Regionalszenario, Kapitel 5.4.;11347.39;11156.94;11333.04;11081.15;Umfasst Haushalte sowie Gewerbe, Handel und Dienstleistungen (ohne Wärmepumpen und Fernwärme sowie neu hinzukommende Rechenzentren), Industrie, Verkehr (ohne Elektromobilität), ohne ÜNB-Netzverluste.
"Bayern
(Hinweis unten)";Stand-alone Rechenzentren;147.0;1409.0;2671.0;3073.0;;730.0;730.0;967.08;967.08;Umfasst neu hinzukommende Rechenzentren.
"Bayern
(Hinweis unten)";Elektrolyseure;0.0;281.0;520.0;1777.0;;512.3900000000001;1008.0;1474.2899999999995;2216.7899999999995;Ohne Elektrolyse auf See. Regionalisierung vorläufig.
"Bayern
(Hinweis unten)";Kleinbatteriespeicher (< 1 MW);2190.0;6296.0;8660.0;11552.0;;8379.41;10134.040000000005;10508.619999999995;12599.019999999999;
"Bayern
(Hinweis unten)";Großbatteriespeicher (ab 1 MW);625.0;6356.0;10906.0;14857.0;;3092.77;3092.77;5912.0;5824.07;
"Bayern
(Hinweis unten)";Pumpspeicher;390.0;390.0;690.0;690.0;;701.94;701.94;701.94;701.94;Ohne Speicherwasserkraftwerke und ohne Pumpspeicher, die geographisch nicht in Deutschland liegen.
"Die Prognosen der Planungsregion Bayern bestehen aus einem ""Basisszenario"" und einem ""Effizienzszenario"".
Die Prognosezahlen auf diesem Tabellenblatt bilden die Mittelwerte zwischen beiden Szenarien ab und dienen hier ausschließlich der zusammenfassenden Darstellung.
Für eine vollständige Betrachtung siehe das Tabellenblatt ""Bayern"" sowie das Regionalszenario 2025 der Planungsregion Bayern.";;;;;;;;;;;
